No.	Time	Source	Destination	Protocol	Length	Info
2181	12.428181600	192.168.50.145	155.133.252.89	UDP	305	61613 → 27019 Len=263
2182	12.442929200	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
2183	12.442930400	155.133.252.89	192.168.50.145	UDP	193	27019 → 61613 Len=151
2184	12.443809900	192.168.50.145	155.133.252.89	UDP	301	61613 → 27019 Len=259
2185	12.455269900	192.168.50.145	155.133.252.89	UDP	326	61613 → 27019 Len=284
2186	12.459099400	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
2187	12.459100100	155.133.252.89	192.168.50.145	UDP	543	27019 → 61613 Len=501
2188	12.474875900	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
2189	12.474877500	155.133.252.89	192.168.50.145	UDP	285	27019 → 61613 Len=243
2190	12.475567600	192.168.50.145	155.133.252.89	UDP	302	61613 → 27019 Len=260
2191	12.486175700	192.168.50.145	155.133.252.89	UDP	306	61613 → 27019 Len=264
2192	12.489828700	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
2193	12.489831800	155.133.252.89	192.168.50.145	UDP	265	27019 → 61613 Len=223
2194	12.497683400	192.168.50.145	155.133.252.89	UDP	306	61613 → 27019 Len=264
2195	12.505523600	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
2196	12.505524600	155.133.252.89	192.168.50.145	UDP	316	27019 → 61613 Len=274
2197	12.517924200	192.168.50.145	155.133.252.89	UDP	305	61613 → 27019 Len=263
2198	12.520933700	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
2199	12.520934900	155.133.252.89	192.168.50.145	UDP	182	27019 → 61613 Len=140
2200	12.534053300	192.168.50.145	155.133.252.89	UDP	305	61613 → 27019 Len=263
2201	12.536638600	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
2202	12.536640000	155.133.252.89	192.168.50.145	UDP	201	27019 → 61613 Len=159
2203	12.549690900	192.168.50.145	155.133.252.89	UDP	305	61613 → 27019 Len=263
2204	12.552694800	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
2205	12.552695400	155.133.252.89	192.168.50.145	UDP	543	27019 → 61613 Len=501
2206	12.561161400	192.168.50.145	155.133.252.89	UDP	324	61613 → 27019 Len=282
2207	12.567856000	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
2208	12.567856900	155.133.252.89	192.168.50.145	UDP	179	27019 → 61613 Len=137
2209	12.581432300	192.168.50.145	155.133.252.89	UDP	301	61613 → 27019 Len=259
2210	12.583541200	155.133.252.89	192.168.50.145	UDP	1289	27019 → 61613 Len=1247
2211	12.597578600	192.168.50.145	155.133.252.89	UDP	301	61613 → 27019 Len=259
2212	12.599823800	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
2213	12.599828000	155.133.252.89	192.168.50.145	UDP	956	27019 → 61613 Len=914
2214	12.613212700	192.168.50.145	155.133.252.89	UDP	305	61613 → 27019 Len=263
2215	12.614778900	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
2216	12.614779500	155.133.252.89	192.168.50.145	UDP	178	27019 → 61613 Len=136
2217	12.625450300	192.168.50.145	155.133.252.89	UDP	330	61613 → 27019 Len=288
2218	12.630604500	155.133.252.89	192.168.50.145	UDP	1303	27019 → 61613 Len=1261
